ISBN|DNBID|DNBURI|OCLC|GND|DDC|TOC|AUTHORID|SACHGRUPPEN

9783899713855|['983816980']|['http://d-nb.info/983816980']|['(OColc)180742380']|['4078704-7', '4128226-7', '4011893-9', '4189594-0', '4113292-0', '4128226-7', '4001671-7', '4189594-0', '4078704-7', '4165687-8', '4189594-0', '4011882-4', '4078704-7', '4047710-1', '4189594-0', '4011882-4']|['833.91209358', '813.5209358', '791.43658']|['983816980/04']|[]|['830 Deutsche Literatur ; 791 Öffentliche Darbietungen, Film, Rundfunk ; 810 Englische Literatur Amerikas']

9783862349432|['1052114989']|['http://d-nb.info/1052114989']|['(OColc)882502297']|['120140721']|['838.9109']|[]|['1016179464']|['830 Deutsche Literatur']

9783899714586|['987352687']|['http://d-nb.info/987352687']|['(OColc)222354463']|['7559164-9', '4015602-3']|[]|['987352687/04']|['134120337']|['100 Philosophie']

9783899712582|['976397285']|['http://d-nb.info/976397285']|['(OColc)181479452']|['4076778-4', '4048837-8', '4231104-4', '4048837-8']|[]|['976397285/04']|['130513059']|['340 Recht ; 930 Alte Geschichte, Archäologie']

1020739983|['1020739983']|['http://d-nb.info/1020739983']|['(OColc)794535057']|[]|[]|[]|[]|[]

9783899718065|['1008236896']|['http://d-nb.info/1008236896']|['(OColc)748688379']|['4028772-5', '4020531-9', '4124854-5', '4133697-5']|['222.206']|['1008236896/04']|['129041025']|['220 Bibel ; 930 Alte Geschichte, Archäologie']

9783899715866|['1052145302']|['http://d-nb.info/1052145302']|['(OColc)882504541']|['4043465-5', '4561974-8']|['340.4359155']|[]|['108442942']|['340 Recht']

9783899717938|['999949314']|['http://d-nb.info/999949314']|['(OColc)607568108']|['4496483-3', '4035964-5', '4125698-0']|['809.93353']|['999949314/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899711165|['967144914']|['http://d-nb.info/967144914']|['(OColc)723102640']|['4004436-1', '4047118-4', '4067850-7', '1002465-7', '4067486-1']|[]|[]|['113524528']|['330 Wirtschaft']

9783899714074|['985012188']|['http://d-nb.info/985012188']|['(OColc)255547239']|['118531905', '4124854-5', '4193441-6', '118531905', '4049716-1', '4011882-4', '4200793-8']|['833.912']|['985012188/04']|[]|['830 Deutsche Literatur']

9783899719796|['1024332179']|['http://d-nb.info/1024332179']|['(OColc)809152513']|['4011882-4', '4016418-4', '4028918-7', '4016397-0', '7544915-8']|['361.610869120943']|['1024332179/04']|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen']

9783899716009|['993078397']|['http://d-nb.info/993078397']|[]|[]|[]|[]|[]|['830 Deutsche Literatur']

9783862346721|['1052112749']|['http://d-nb.info/1052112749']|['(OColc)882501852']|['4043271-3', '4162078-1', '4041158-8', '118566512', '4043271-3', '4068878-1', '4003846-4', '118566512', '4049012-9', '4162078-1', '4112701-8', '119033577', '119021676', '4043271-3', '4162078-1']|['327.117']|[]|['139759042']|['320 Politik']

9783899712018|['972694870']|['http://d-nb.info/972694870']|['(OColc)723435968']|['4051176-5', '2017005-1']|[]|[]|[]|['320 Politik']

9783862340897|['1052091741']|['http://d-nb.info/1052091741']|['(OColc)882501242']|['118559796', '4048821-4', '4184149-9', '4132367-1']|['341.26']|[]|['11140214X']|['340 Recht']

9783899719185|['101671226X']|['http://d-nb.info/101671226X']|['(OColc)775828325']|['4026147-5', '4026140-2', '4557997-0', '4519498-1']|[]|['101671226X/04']|[]|['100 Philosophie ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899712681|['977586278']|['http://d-nb.info/977586278']|['(OColc)181519496']|['118505602', '4136410-7', '4113748-6', '4113292-0', '4035964-5', '4136410-7', '4113748-6']|[]|['977586278/04']|[]|['830 Deutsche Literatur']

9783862340927|['1052114091']|['http://d-nb.info/1052114091']|['(OColc)882502239']|['4014777-0', '4157930-6', '4003900-6', '4000178-7', '4033542-2', '4003900-6', '4017102-4', '4000178-7', '4033542-2']|['823.087380989915']|[]|['140599142']|['820 Englische Literatur ; 791 Öffentliche Darbietungen, Film, Rundfunk']

9783899719710|['1021950920']|['http://d-nb.info/1021950920']|['(OColc)820570055']|['4027756-2', '4048737-4']|['349.4279']|['1021950920/04']|['120436574']|['340 Recht']

9783899711479|['969673167']|['http://d-nb.info/969673167']|['(OColc)231988077']|['118575449', '4174943-1', '4174943-1', '4116674-7', '4015875-5']|[]|[]|['104631457']|['230 Theologie, Christentum']

9783899718904|['1013109422']|['http://d-nb.info/1013109422']|['(OColc)766112684']|['4011882-4', '7543761-2', '4001276-1', '4122217-9', '4121830-9']|['346.430482']|['1013109422/04']|['123304091']|['340 Recht']

9783899713466|['982273444']|['http://d-nb.info/982273444']|['(OColc)723623012']|['4011882-4', '4239477-6', '4077832-0', '4144182-5']|['346.43045']|[]|['133005992']|['340 Recht']

9783899711417|['969587767']|['http://d-nb.info/969587767']|['(OColc)723106705']|['4011882-4', '4078615-8', '4129060-4', '4137829-5', '4139203-6', '4115712-6']|[]|[]|['128904445']|['340 Recht']

9783899719970|['1021800236']|['http://d-nb.info/1021800236']|['(OColc)812196513']|['118619322', '4200793-8']|['833.914']|['1021800236/04']|[]|['830 Deutsche Literatur']

9783899714845|['988887614']|['http://d-nb.info/988887614']|['(OColc)723913408']|['4120260-0', '4035548-2']|['487.3']|['988887614/04']|[]|['480 Griechisch']

9783899716184|['993078184']|['http://d-nb.info/993078184']|[]|[]|[]|[]|[]|['370 Erziehung, Schul- und Bildungswesen ; 943 Geschichte Deutschlands']

9783862346714|['1052127258']|['http://d-nb.info/1052127258']|['(OColc)882503339']|['4073091-8', '4040795-0', '4137492-7']|['940.5318074']|[]|['143361988']|['940 Geschichte Europas']

9783862340606|['1052112692']|['http://d-nb.info/1052112692']|['(OColc)882502094']|['4014777-0', '4018424-9', '4036032-5', '7663434-6', '4142463-3', '4036032-5', '7663434-6']|['820.711']|[]|['12412349X']|['820 Englische Literatur ; 370 Erziehung, Schul- und Bildungswesen']

9783862341184|['1073820548']|['http://d-nb.info/1073820548']|[]|['4011882-4', '4022342-5', '4151376-9', '4158376-0', '4158412-0']|['346.430436']|[]|['141571055']|['340 Recht']

9783899712179|['973643420']|['http://d-nb.info/973643420']|['(OColc)254244676']|['119469111', '4247647-1', '4139832-4', '4125698-0']|[]|[]|['123556406']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899712780|['976946114']|['http://d-nb.info/976946114']|['(OColc)181494797']|['4123514-9', '4153261-2', '4123514-9', '4129506-7']|[]|['976946114/04']|['139733000']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen ; 150 Psychologie']

9783899711233|['968476953']|['http://d-nb.info/968476953']|['(OColc)723135775']|['4042203-3', '4028814-6', '4048737-4', '12350550', '4042203-3', '4231103-2', '4028808-0']|[]|['968476953/04']|['129637335']|['340 Recht ; 940 Geschichte Europas']

9783899714135|['985135026']|['http://d-nb.info/985135026']|['(OColc)244045284']|['4131753-1', '4014712-5', '4065835-1', '7839944-0', '4152243-6']|['343.24092']|[]|[]|['340 Recht']

9783862340262|['1052046762']|['http://d-nb.info/1052046762']|['(OColc)882495888']|['4114333-4', '4033659-1']|[]|[]|['12901219X']|['700 Künste, Bildende Kunst allgemein']

9783899719383|['1017942455']|['http://d-nb.info/1017942455']|['(OColc)811243580']|['4133245-3']|['327.11609409047']|['1017942455/04']|[]|['320 Politik ; 940 Geschichte Europas']

9783862349173|['1052127835']|['http://d-nb.info/1052127835']|['(OColc)882503373']|['4011882-4', '4005406-8', '4022153-2', '4053458-3', '4020533-2', '4077347-4', '4041316-0', '4073091-8']|['907.12']|[]|['1028198353']|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783862340033|['1052047521']|['http://d-nb.info/1052047521']|['(OColc)882496234']|['4011882-4', '4074580-6', '4120896-1', '4031772-9']|[]|[]|['124919782']|['340 Recht']

9783899714173|['990410803']|['http://d-nb.info/990410803']|['(OColc)315394034']|['4064689-0', '4125698-0', '4043207-5', '4189169-7', '4035964-5']|['304.28', '809.9336']|['990410803/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 800 Literatur, Rhetorik, Literaturwissenschaft']

9783899715972|['99307832X']|['http://d-nb.info/99307832X']|[]|[]|[]|[]|[]|['780 Musik']

9783899717044|['99361261X']|['http://d-nb.info/99361261X']|['(OColc)499071467']|['4128628-5', '4058129-9']|['410.18']|['99361261X/04']|[]|['400 Sprache, Linguistik']

9783899719420|['1020462264']|['http://d-nb.info/1020462264']|['(OColc)782981537']|['4120730-0', '4027238-2', '4017894-8']|['304.82072']|['1020462264/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899713824|['983817561']|['http://d-nb.info/983817561']|['(OColc)723620270']|['4100235-0', '4113623-8', '4131568-6', '4011883-6', '4005975-3', '4124941-0', '4211500-0', '4155246-5']|['320.943309045']|['983817561/04']|['105842028']|['320 Politik']

9783899717426|['995886881']|['http://d-nb.info/995886881']|[]|['2117905-0', '4075217-3', '4117344-2', '4173414-2']|['342.430854']|['995886881/04']|['139276416']|['340 Recht']

9783899716672|['993128793']|['http://d-nb.info/993128793']|[]|[]|[]|[]|[]|['820 Englische Literatur ; 830 Deutsche Literatur']

9783899719543|['1018012583']|['http://d-nb.info/1018012583']|['(OColc)780313033']|['2114189-7', '4171574-3', '4049426-3', '4059758-1', '4162796-9', '4162468-3']|['200.71143155']|['1018012583/04']|[]|['200 Religion, Religionsphilosophie ; 400 Sprache, Linguistik ; 370 Erziehung, Schul- und Bildungswesen']

9783899719987|['1021677183']|['http://d-nb.info/1021677183']|['(OColc)864539282', '(OColc)864539180']|['1047094789']|['371.223']|['1021677183/04']|['1043032460']|['370 Erziehung, Schul- und Bildungswesen ; 943 Geschichte Deutschlands']

9783899713428|['981833543']|['http://d-nb.info/981833543']|['(OColc)180968650']|['4116568-8', '4069996-1', '4378168-8', '120651513']|[]|['981833543/04']|[]|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783862347957|['1052119212']|['http://d-nb.info/1052119212']|['(OColc)882502766']|['4015701-5', '4061163-2', '4077349-8', '4127240-7', '4033569-0', '4207539-7', '4035964-5', '4133370-6']|['303.48240561', '809.9332561']|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 800 Literatur, Rhetorik, Literaturwissenschaft ; 940 Geschichte Europas']

9783862340064|['1052047432']|['http://d-nb.info/1052047432']|['(OColc)882496201']|['118547798', '4127146-4']|[]|[]|['128940050']|['100 Philosophie']

9783899716221|['1003296610']|['http://d-nb.info/1003296610']|['(OColc)646153721']|['4011882-4', '4056431-9', '4121857-7', '4124238-5', '4130886-4', '7608126-6']|['346.430482']|['1003296610/04']|['141623799']|['340 Recht']

9783899711356|['969241577']|['http://d-nb.info/969241577']|['(OColc)237883445']|['4113292-0', '4035964-5', '4047538-4']|[]|['969241577/04']|[]|['230 Theologie, Christentum ; 830 Deutsche Literatur']

9783899712391|['975603051']|['http://d-nb.info/975603051']|['(OColc)181466468']|['4011882-4', '4203862-5', '4002106-3', '4057795-8']|[]|['975603051/04']|['130450375']|['340 Recht']

9783862346356|['1052091881']|['http://d-nb.info/1052091881']|['(OColc)882501236']|['4113292-0', '4035964-5', '4159607-9']|['830.93809032']|[]|[]|['830 Deutsche Literatur']

9783899714890|['988888912']|['http://d-nb.info/988888912']|['(OColc)244047108']|['4123514-9']|['220.9505083']|['988888912/04']|[]|['220 Bibel ; 230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783862340286|['1052046649']|['http://d-nb.info/1052046649']|['(OColc)876139542']|['4076418-7']|['616.08']|[]|['109984234']|['610 Medizin, Gesundheit']

9783899717891|['1000062309']|['http://d-nb.info/1000062309']|['(OColc)650983033']|['11855042', '4099232-9', '118560867', '7658990-0', '7648439-7', '4384045-0', '4124854-5']|['833.912', '889.334']|['1000062309/04']|['132470284']|['830 Deutsche Literatur ; 880 Griechische Literatur']

9783899712452|['97576554X']|['http://d-nb.info/97576554X']|['(OColc)181468657']|['118559427', '4039827-4']|[]|[]|[]|['830 Deutsche Literatur']

9783899711189|['967368766']|['http://d-nb.info/967368766']|['(OColc)175030845']|['4011882-4', '4138803-3', '4013021-6', '4138803-3']|[]|['967368766/04']|[]|['46 Bildende Kunst ; 63 Geschichte und Historische Hilfswissenschaften']

9783862340323|['1052047734']|['http://d-nb.info/1052047734']|['(OColc)882496202']|['4159930-5', '4031630-0', '4114528-8']|[]|[]|['106152661']|['150 Psychologie']

9783899713268|['980841127']|['http://d-nb.info/980841127']|['(OColc)180943202']|['43583-1', '4051778-0']|['271.7912']|[]|[]|['230 Theologie, Christentum ; 940 Geschichte Europas']

9783899716078|['1005576769']|['http://d-nb.info/1005576769']|['(OColc)724187187']|['4043271-3', '4026761-1', '4296178-6', '4056618-3', '4046514-7', '4048737-4']|['342.4360852', '342.5980852']|['1005576769/04']|[]|['340 Recht ; 320 Politik ; 200 Religion, Religionsphilosophie']

9783899719062|['1015174876']|['http://d-nb.info/1015174876']|['(OColc)701479996']|['121686876', '7733327-5', '121686876', '7733326-3', '121686876', '7733328-7', '121686876', '7616807-4', '121686876', '7733329-9', '7732635-0']|['833.92']|['1015174876/04']|[]|['830 Deutsche Literatur']

9783862349678|['1052156509']|['http://d-nb.info/1052156509']|['(OColc)882504885']|['4131753-1', '4742193-9', '4144883-2', '4267736-1', '4055964-6', '4014770-8', '4027833-5', '4011882-4', '4144883-2', '4124924-0', '4116634-6', '4127888-4', '4115712-6']|['345.2405']|[]|[]|['340 Recht']

9783899714692|['988007959']|['http://d-nb.info/988007959']|['(OColc)724079126']|['4066559-8']|['001.0903']|['988007959/04']|[]|['000 Allgemeines, Wissenschaft ; 230 Theologie, Christentum ; 100 Philosophie']

9783899716757|['1007117605']|['http://d-nb.info/1007117605']|['(OColc)822231787']|['4113292-0', '4159605-5', '4015701-5', '4159605-5']|['830.937']|['1007117605/04']|['12199385X']|['830 Deutsche Literatur']

9783899713503|['981751415']|['http://d-nb.info/981751415']|['(OColc)180966973']|['4011882-4', '4787284-6', '4198721-4', '4077570-7']|['325.43']|['981751415/04']|[]|['320 Politik']

9783862349777|['1052130240']|['http://d-nb.info/1052130240']|['(OColc)882503511']|['123417910']|['852.4']|[]|['108030768']|['850 Italienische, rumänische, rätoromanische Literatur']

9783899716696|['1007745460']|['http://d-nb.info/1007745460']|['(OColc)682158299']|['4011882-4', '4296074-5', '4005871-2', '4072560-1']|['297.61071143']|['1007745460/04']|[]|['290 Andere Religionen ; 370 Erziehung, Schul- und Bildungswesen']

9783899712643|['976499118']|['http://d-nb.info/976499118']|['(OColc)180888667']|['4113214-2', '4035964-5', '4117245-0', '4113292-0', '4035964-5', '4117245-0', '4050491-8', '4035964-5', '4117245-0', '4113292-0']|[]|[]|['114128952']|['890 Literatur in anderen Sprachen ; 890 Literatur in anderen Sprachen']

9783862341207|['1052120091']|['http://d-nb.info/1052120091']|['(OColc)882502630']|['4011882-4', '4072133-4']|['342.43029']|[]|[]|['340 Recht']

9783899719802|['1020433345']|['http://d-nb.info/1020433345']|['(OColc)796089539']|['119251760']|['322.2092']|['1020433345/04']|['119251760']|['320 Politik ; 940 Geschichte Europas']

9783899714388|['98645964X']|['http://d-nb.info/98645964X']|['(OColc)244078711']|['4129200-5', '4125753-4', '4071034-8', '4124306-7']|['378.1661']|['98645964X/04']|['105364517']|['370 Erziehung, Schul- und Bildungswesen']

9783899714722|['988211203']|['http://d-nb.info/988211203']|[]|[]|[]|[]|[]|['830 Deutsche Literatur']

9783862340378|['1052047912']|['http://d-nb.info/1052047912']|['(OColc)882496225']|['4049386-6', '4172861-0', '4015950-4', '4172861-0']|['230.014']|[]|['182490572']|['230 Theologie, Christentum ; 400 Sprache, Linguistik']

9783899714258|['986385026']|['http://d-nb.info/986385026']|['(OColc)198222999']|['4114056-4', '4050479-7', '4406818-9', '123191181', '7595203-8', '4406818-9', '4017102-4', '4406818-9']|['853.914093556']|['986385026/04']|['133709094']|['850 Italienische, rumänische, rätoromanische Literatur ; 830 Deutsche Literatur ; 791 Öffentliche Darbietungen, Film, Rundfunk']

9783899715255|['990519783']|['http://d-nb.info/990519783']|['(OColc)299151417']|['4012849-0', '4047000-3', '4205248-8', '4074672-0', '4012849-0', '4003157-3', '4057561-5', '119458489']|['618.92858842']|['990519783/04']|['132057441']|['610 Medizin, Gesundheit ; 100 Philosophie']

9783899714289|['986036935']|['http://d-nb.info/986036935']|['(OColc)196499555']|['4833805-9', '4071034-8']|['378.4']|['986036935/04']|[]|['370 Erziehung, Schul- und Bildungswesen']

9783899718379|['101753375X']|['http://d-nb.info/101753375X']|['(OColc)773364860']|['4113292-0', '4123514-9', '4010074-1', '4113292-0', '4006406-2', '4053458-3', '4049422-6', '4113292-0', '4123514-9', '4114087-4']|['220.9505083']|['101753375X/04']|['121126099']|['220 Bibel ; 370 Erziehung, Schul- und Bildungswesen ; 290 Andere Religionen']

9783899712810|['977210529']|['http://d-nb.info/977210529']|['(OColc)180891583']|['4048737-4']|[]|['977210529/04']|[]|['340 Recht']

9783862340750|['1052114474']|['http://d-nb.info/1052114474']|['(OColc)882502255']|['4075739-0', '4129611-4', '4020526-5', '4033597-5']|['306.047']|[]|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899717587|['998363634']|['http://d-nb.info/998363634']|['(OColc)492287397']|['4078126-4', '4127664-4', '4172326-0', '4134262-8']|['284.3']|['998363634/04']|['133925226']|['230 Theologie, Christentum ; 940 Geschichte Europas']

9783862349579|['1052123066']|['http://d-nb.info/1052123066']|['(OColc)882503002']|['4011882-4', '4123079-6', '4027462-7', '4058171-8']|['378.198143']|[]|['12376937X']|['370 Erziehung, Schul- und Bildungswesen ; 320 Politik']

9783899712667|['977232158']|['http://d-nb.info/977232158']|['(OColc)181514632']|[]|[]|['977232158/04']|[]|[]

9783899714678|['987917501']|['http://d-nb.info/987917501']|['(OColc)463667244']|['118757709', '4049716-1', '2024703-5', '4020288-4', '4192674-2']|['551.0922']|['987917501/04']|[]|['550 Geowissenschaften']

9783899719338|['1016586426']|['http://d-nb.info/1016586426']|['(OColc)774037948']|['4011882-4', '4416719-2']|['305.89435043']|['1016586426/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 330 Wirtschaft']

9783899714210|['986036781']|['http://d-nb.info/986036781']|['(OColc)188275007']|['4071867-0', '4025405-7', '4122202-7', '4015875-5']|[]|[]|['113854285']|['230 Theologie, Christentum']

9783899718171|['1011164949']|['http://d-nb.info/1011164949']|['(OColc)725133631']|['118526200', '4193139-7', '4113480-1', '4114304-8']|['833.912']|['1011164949/04']|['1011247100']|['830 Deutsche Literatur']

9783862340651|['1052113591']|['http://d-nb.info/1052113591']|['(OColc)767949978']|['4195005-7']|['253.071']|[]|[]|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899716351|['993128491']|['http://d-nb.info/993128491']|[]|[]|[]|[]|[]|['830 Deutsche Literatur']

9783899717617|['99703078X']|['http://d-nb.info/99703078X']|['(OColc)669796819']|['10071584-9']|['300.7209435518']|['99703078X/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 370 Erziehung, Schul- und Bildungswesen']

9783899712216|['97364527X']|['http://d-nb.info/97364527X']|['(OColc)723180268']|['4011882-4', '4131240-5', '4067911-1', '4115712-6', '4014770-8']|[]|['97364527X/04']|['129936626']|['340 Recht']

9783899712346|['974890871']|['http://d-nb.info/974890871']|['(OColc)180886279']|['4011882-4', '4067911-1', '4132784-6', '4120941-2', '4115712-6', '4011882-4', '4067911-1', '4132784-6', '4120941-2', '4031772-9', '4115712-6']|[]|['974890871/04']|['130547638']|['340 Recht']

9783899711424|['969794029']|['http://d-nb.info/969794029']|['(OColc)723176891']|['4011882-4', '4225140-0', '4115716-3']|[]|[]|['129248495']|['340 Recht']

9783899716214|['993128327']|['http://d-nb.info/993128327']|[]|[]|[]|[]|[]|['340 Recht']

9783899717754|['998027278']|['http://d-nb.info/998027278']|['(OColc)669172696']|['4014777-0', '4035964-5', '4205642-1', '4322341-2']|['820.93564']|['998027278/04']|[]|['820 Englische Literatur']

9783899719871|['1021194654']|['http://d-nb.info/1021194654']|['(OColc)820457846']|['4072725-7', '4059740-4', '7671722-7', '4071045-2', '4022349-8']|['231.8083']|['1021194654/04']|['102798083X']|['230 Theologie, Christentum ; 220 Bibel ; 370 Erziehung, Schul- und Bildungswesen']

9783899714951|['98912004X']|['http://d-nb.info/98912004X']|['(OColc)271641499']|['4055964-6', '4063347-0', '4063337-8', '4115712-6', '4011882-4']|['342.460664', '342.430664']|['98912004X/04']|['136296114']|['340 Recht ; 350 Öffentliche Verwaltung']

9783899712322|['974456101']|['http://d-nb.info/974456101']|['(OColc)255068779']|['118621165', '4114294-9', '4059758-1']|[]|['974456101/04']|[]|['230 Theologie, Christentum ; 500 Naturwissenschaften']

9783899717358|['997338466']|['http://d-nb.info/997338466']|['(OColc)699539201']|['4202427-4']|['001.2']|['997338466/04']|[]|['000 Allgemeines, Wissenschaft']

9783899714579|['987353896']|['http://d-nb.info/987353896']|['(OColc)612969510']|['4599834-6', '4177169-2', '4035420-9', '4133734-7', '4015490-7']|['362.8286']|['987353896/04']|['136116655']|['360 Soziale Probleme, Sozialdienste, Versicherungen']

9783862340309|['105204767X']|['http://d-nb.info/105204767X']|['(OColc)882496241']|['4011882-4', '4071045-2', '4035117-8']|['268.80409430904']|[]|['121205940']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783862349494|['1052123317']|['http://d-nb.info/1052123317']|['(OColc)882503013']|['4011889-7', '4018145-5', '4014715-0', '4172430-6']|['333.79094309047', '333.79094409047']|[]|['1023441977']|[]

9783899714814|['988439743']|['http://d-nb.info/988439743']|['(OColc)723793094']|['4014777-0', '4018424-9', '4036032-5', '7663434-6', '4142463-3', '4036032-5', '7663434-6']|['820.711']|['988439743/04']|['12412349X']|['820 Englische Literatur ; 370 Erziehung, Schul- und Bildungswesen']

9783899716528|['993128602']|['http://d-nb.info/993128602']|[]|[]|[]|[]|[]|['610 Medizin, Gesundheit']

9783862348220|['1052120342']|['http://d-nb.info/1052120342']|['(OColc)871542434']|[]|[]|[]|[]|['780 Musik']

9783862348886|['1052091016']|['http://d-nb.info/1052091016']|[]|['4027833-5', '4017102-4', '4121525-4']|['791.4365380945']|[]|['1014382610']|['791 Öffentliche Darbietungen, Film, Rundfunk']

9783862348558|['1052090966']|['http://d-nb.info/1052090966']|['(OColc)844964364']|['4650615-9', '4039225-9']|['330.0712']|[]|['118014528']|['330 Wirtschaft']

9783899712728|['976830051']|['http://d-nb.info/976830051']|['(OColc)181491192']|['118820958', '4071867-0', '4015602-3', '118820958', '4074972-1']|[]|['976830051/04']|['13061727X']|['230 Theologie, Christentum ; 100 Philosophie']

9783899719154|['1017818355']|['http://d-nb.info/1017818355']|['(OColc)781368107']|['4000556-2', '4058794-0', '4138060-5']|['709.62109022']|['1017818355/04']|[]|['700 Künste, Bildende Kunst allgemein']

9783899714432|['986385018']|['http://d-nb.info/986385018']|['(OColc)254187006']|['4026722-2', '4020531-9', '4200793-8', '4041282-9']|['954.04']|['986385018/04']|['124230156']|['950 Geschichte Asiens']

9783862349319|['1052123449']|['http://d-nb.info/1052123449']|['(OColc)816385547']|['4131753-1', '4011882-4', '4014712-5', '4201190-5', '4152243-6']|['343.24092']|[]|[]|[]

9783862349708|['1052123163']|['http://d-nb.info/1052123163']|['(OColc)882502990']|['4089993-7', '4024800-8']|['345.43597028809032']|[]|['135825571']|['340 Recht']

9783899718478|['1011004240']|['http://d-nb.info/1011004240']|['(OColc)725095072']|['122372891', '4114201-9', '4025453-7', '4236528-4', '4127505-6', '1014078164']|['945.07']|['1011004240/04']|['1013891589']|['940 Geschichte Europas']

9783899719260|['1016145918']|['http://d-nb.info/1016145918']|['(OColc)819489506']|['4113292-0', '4050479-7', '4121839-5', '7570569-2']|['833.91409358405318']|['1016145918/04']|['1019175338']|['830 Deutsche Literatur']

9783862348862|['1052091083']|['http://d-nb.info/1052091083']|['(OColc)882501133']|['4042203-3', '4061728-2']|['346.492029']|[]|['1015697593']|['340 Recht']

9783899718874|['1012310965']|['http://d-nb.info/1012310965']|['(OColc)774036017']|[]|[]|[]|['121584607']|['720 Architektur']

9783899711042|['966264770']|['http://d-nb.info/966264770']|['(OColc)722941628']|['4011882-4', '4120730-0', '4011882-4', '4198721-4']|[]|['966264770/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899718300|['1010500597']|['http://d-nb.info/1010500597']|['(OColc)748690728']|['4011882-4', '4071675-2', '4017200-4', '4017211-9']|['343.43034']|['1010500597/04']|['1012485943']|['340 Recht']

9783862340453|['1052046487']|['http://d-nb.info/1052046487']|['(OColc)882496147']|['4049428-7', '4047667-4']|['616.89', '200.19']|[]|['100901352']|['610 Medizin, Gesundheit ; 200 Religion, Religionsphilosophie ; 150 Psychologie']

9783899714333|['986384720']|['http://d-nb.info/986384720']|['(OColc)246627976']|['4023118-5', '4214151-5', '4259256-2', '4033542-2', '4055898-8', '4124897-1', '4074335-4', '4214151-5', '4259256-2', '4033542-2', '4055898-8', '4124897-1']|['305.23508900943515']|['986384720/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899715460|['1000388271']|['http://d-nb.info/1000388271']|['(OColc)640122217']|['4006791-9', '4074672-0', '4174084-1', '4113743-7']|['174.2']|['1000388271/04']|[]|['100 Philosophie ; 610 Medizin, Gesundheit ; 320 Politik']

9783899717532|['996577750']|['http://d-nb.info/996577750']|['(OColc)466125153']|['4030720-7', '4168346-8', '4015833-0', '4197572-8', '4043912-4', '121552810']|[]|['996577750/04']|['121552810']|['230 Theologie, Christentum ; 900 Geschichte']

9783899715538|['992408520']|['http://d-nb.info/992408520']|['(OColc)436291618']|['118566512', '4043271-3', '4003846-4']|['327.436']|['992408520/04']|['139120963']|['320 Politik']

9783862348251|['105211427X']|['http://d-nb.info/105211427X']|['(OColc)863106729']|['4011882-4', '4072133-4', '4038654-5']|['342.43085']|[]|['128649356']|['340 Recht ; 320 Politik']

9783862348381|['1052091202']|['http://d-nb.info/1052091202']|['(OColc)882501148']|['4011882-4', '4030550-8', '4117293-0', '4278357-4', '4217368-1', '4078570-1', '4127097-6']|['346.430172']|[]|['132929848']|['340 Recht']

9783862346578|['1052092195']|['http://d-nb.info/1052092195']|['(OColc)859530609']|['4011882-4', '4308416-3', '4423007-2', '4115449-6', '4006568-6', '4127996-7', '4062127-3', '4045245-1']|['346.430482']|[]|['142310867']|['340 Recht']

9783899717235|['995823464']|['http://d-nb.info/995823464']|['(OColc)667881359']|['4169980-4', '4196366-0']|['355.370903']|['995823464/04']|[]|['355 Militär ; 900 Geschichte']

9783862347506|['1073820610']|['http://d-nb.info/1073820610']|[]|['4051181-9', '4127746-6', '4003749-6', '4026486-5', '4005203-5']|['943.1087508691']|[]|['122889789']|['943 Geschichte Deutschlands ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862340330|['1052047459']|['http://d-nb.info/1052047459']|['(OColc)882495994']|['4116568-8', '4069996-1', '4378168-8', '120651513']|[]|[]|[]|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899716320|['993128394']|['http://d-nb.info/993128394']|[]|[]|[]|[]|[]|['100 Philosophie ; 700 Künste, Bildende Kunst allgemein ; 320 Politik']

