ISBN|DNBID|DNBURI|OCLC|GND|DDC|TOC|AUTHORID|SACHGRUPPEN
9783899716450|['1052145213']|['http://d-nb.info/1052145213']|[]|['4039786-5', '4047704-6', '4039786-5', '4121782-2', '4047689-3']|['150.195209679']|[]|['108581403']|['150 Psychologie ; 200 Religion, Religionsphilosophie']

9783862348039|['1052119182']|['http://d-nb.info/1052119182']|['(OColc)882502757']|['4137210-4', '4181897-0', '4061672-1', '4200793-8', '4020531-9']|['940.072']|[]|[]|['940 Geschichte Europas']

9783899716641|['993128777']|['http://d-nb.info/993128777']|[]|[]|[]|[]|[]|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 943 Geschichte Deutschlands ; 610 Medizin, Gesundheit']

9783899718898|['1013109430']|['http://d-nb.info/1013109430']|['(OColc)780310021']|['118508288', '4049716-1', '4128691-1']|['780.9034']|['1013109430/04']|['102067265X']|['780 Musik']

9783899717327|['995466513']|['http://d-nb.info/995466513']|['(OColc)506431912']|['4006791-9', '4074970-8', '4055179-9', '4071045-2']|['241.649570712']|['995466513/04']|['140354204']|['230 Theologie, Christentum ; 100 Philosophie ; 370 Erziehung, Schul- und Bildungswesen']

9783899714777|['988325551']|['http://d-nb.info/988325551']|['(OColc)244079346']|['118584596', '118750909']|['780.92']|['988325551/04']|[]|['780 Musik']

9783899714937|['989058085']|['http://d-nb.info/989058085']|['(OColc)723950340']|['11855333', '4023277-3', '4234990-4']|['883.01']|['989058085/04']|['13413267X']|['880 Griechische Literatur']

9783899719611|['1020111127']|['http://d-nb.info/1020111127']|['(OColc)820374100']|['4047497-5']|[]|['1020111127/04']|[]|['800 Literatur, Rhetorik, Literaturwissenschaft']

9783899719598|['1019042842']|['http://d-nb.info/1019042842']|['(OColc)811252222']|['118547798', '4143114-5', '4005248-5', '4126976-7', '4038936-4']|[]|['1019042842/04']|['1025610628']|['600 Technik ; 100 Philosophie']

9783899713640|['982275609']|['http://d-nb.info/982275609']|['(OColc)255461403']|['4016044-0', '4113292-0', '4035964-5', '4049716-1', '4113615-9', '4035964-5', '4113292-0', '4125698-0', '4018145-5', '4125698-0']|['830.9115', '840.9115']|['982275609/04']|[]|['830 Deutsche Literatur ; 840 Französische Literatur']

9783899717624|['998579378']|['http://d-nb.info/998579378']|['(OColc)723948688']|['118559230', '4099250-0', '4138616-4', '4619771-0', '4519498-1', '118518801', '4126746-1', '4138616-4', '4056449-6', '118519859', '4409833-9', '4138616-4', '4056449-6', '4619771-0']|['833.91209384']|['998579378/04']|['130187852']|['830 Deutsche Literatur']

9783899714555|['987354027']|['http://d-nb.info/987354027']|['(OColc)244065718']|['4011882-4', '4045895-7', '4123592-7', '4062127-3']|['346.430482']|['987354027/04']|['134157613']|['340 Recht']

9783862343454|['1052091717']|['http://d-nb.info/1052091717']|['(OColc)882500984']|['118530534', '4171323-0', '4338257-5', '118530534', '4242780-0', '4117178-0', '118530534', '4274079-4', '4207508-7']|['831.914']|[]|['132390876']|['830 Deutsche Literatur']

9783899714159|['985164239']|['http://d-nb.info/985164239']|['(OColc)299142815']|['118642014', '7599251-6', '4129866-4']|['248.409023']|['985164239/04']|['133796299']|['230 Theologie, Christentum ; 870 Lateinische Literatur']

9783899717976|['1008207012']|['http://d-nb.info/1008207012']|['(OColc)724584505']|['118583573', '118569775', '118675516', '11853453', '4018480-8', '4040227-7']|['177.620922']|['1008207012/04']|['143740520']|['100 Philosophie']

9783862348428|['1052119433']|['http://d-nb.info/1052119433']|['(OColc)882502778']|['4115788-6', '4173956-5']|['840.09']|[]|[]|['840 Französische Literatur']

9783899711240|['968431550']|['http://d-nb.info/968431550']|['(OColc)248795001']|['4011882-4', '4044747-9', '4134205-7']|[]|[]|['123873851']|['340 Recht']

9783899719758|['1019987189']|['http://d-nb.info/1019987189']|['(OColc)824724391']|['4053881-3', '4123514-9', '4070463-4', '4030550-8', '4563270-4']|['220.950508309494']|['1019987189/04']|['1026697891']|['220 Bibel ; 230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783862349401|['1052140998']|['http://d-nb.info/1052140998']|['(OColc)862134080']|['4003157-3', '4044903-8', '4020713-4', '4003725-3', '4150394-6', '4114283-4']|['418.02']|[]|[]|['400 Sprache, Linguistik ; 610 Medizin, Gesundheit']

9783862340422|['1052046541']|['http://d-nb.info/1052046541']|['(OColc)882496158']|['4122907-1', '4563740-4', '4182947-5', '4602963-1']|['616.5106']|[]|['114991413']|['610 Medizin, Gesundheit']

9783899718621|['101100416X']|['http://d-nb.info/101100416X']|['(OColc)725094973']|['4046554-8', '4194747-2', '4129895-0', '4046554-8', '4012899-4']|['808.51', '809.2923']|['101100416X/04']|['13145580X']|['800 Literatur, Rhetorik, Literaturwissenschaft ; 400 Sprache, Linguistik']

9783862349814|['1052129188']|['http://d-nb.info/1052129188']|['(OColc)882503244']|['4018877-2', '4030005-5', '130386995', '4010141-1', '4035177-4', '4001875-1', '130386995']|['230.2']|[]|[]|['230 Theologie, Christentum ; 100 Philosophie']

9783899715187|['990829715']|['http://d-nb.info/990829715']|['(OColc)318641717']|['4120730-0', '4038403-2', '4056458-7', '4077732-7', '4027238-2', '4519498-1']|['404.2']|['990829715/04']|['124284272']|['400 Sprache, Linguistik ; 370 Erziehung, Schul- und Bildungswesen']

9783899719024|['1013899652']|['http://d-nb.info/1013899652']|['(OColc)779548570']|['4011882-4', '4024137-3', '4124321-3', '4030650-1', '4126865-9', '4060749-5', '4276272-8']|['362.732094309045']|['1013899652/04']|['1018280006']|['360 Soziale Probleme, Sozialdienste, Versicherungen ; 150 Psychologie']

9783899711905|['97401172X']|['http://d-nb.info/97401172X']|['(OColc)723298449']|['4001515-4', '4063241-6', '4071045-2', '4022349-8']|[]|['97401172X/04']|['115687173']|['370 Erziehung, Schul- und Bildungswesen ; 230 Theologie, Christentum ; 220 Bibel']

9783862340712|['1073820653']|['http://d-nb.info/1073820653']|[]|['118584944', '4012899-4', '4041316-0', '4061672-1', '4011890-3', '4033581-1', '118594648', '4011889-7', '4046587-1', '4041316-0', '4061672-1']|['832.914', '792.1409046']|[]|['138482012']|['830 Deutsche Literatur ; 792 Theater, Tanz']

9783862340002|['1052047394']|['http://d-nb.info/1052047394']|[]|['118626426', '4368609-6']|[]|[]|['124525628']|[]

9783899718584|['1011004151']|['http://d-nb.info/1011004151']|['(OColc)725094942']|['4061163-2', '4011882-4', '4033569-0', '4165992-2']|['303.482561043']|['1011004151/04']|[]|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 400 Sprache, Linguistik']

9783899715422|['991396154']|['http://d-nb.info/991396154']|['(OColc)391245938']|['4035646-2', '4015602-3', '118606964', '4035646-2', '4015602-3', '118823124', '4035646-2', '4015602-3']|['177.7']|['991396154/04']|['138527326']|['100 Philosophie']

9783899715132|['990139638']|['http://d-nb.info/990139638']|['(OColc)427643167']|['7665718-8', '4010141-1', '4049422-6', '4077347-4', '4153261-2']|['232.0712']|['990139638/04']|['138482063']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783899715040|['990828905']|['http://d-nb.info/990828905']|['(OColc)271647195']|['1040600-1', '4041316-0', '4011882-4', '1040600-1', '4056618-3']|['286.74309043']|['990828905/04']|['133371425']|['230 Theologie, Christentum ; 943 Geschichte Deutschlands']

9783899716412|['993128424']|['http://d-nb.info/993128424']|[]|[]|[]|[]|[]|['900 Geschichte']

9783899717402|['997007354']|['http://d-nb.info/997007354']|['(OColc)506448292']|['118613723', '4199914-9', '4164424-4', '4374361-4']|['822.33']|['997007354/04']|[]|['820 Englische Literatur']

9783899719253|['1016145756']|['http://d-nb.info/1016145756']|['(OColc)794945010']|['4011882-4', '4164789-0', '7574511-2']|['346.43023']|['1016145756/04']|['1022671073']|['340 Recht']

9783899718393|['1010740660']|['http://d-nb.info/1010740660']|['(OColc)725046665']|['4015701-5', '4049396-9', '4125698-0', '4015701-5', '4114087-4', '4010074-1', '4027743-4', '4192352-2', '4121582-5']|['201.7094']|['1010740660/04']|[]|['200 Religion, Religionsphilosophie ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899714401|['986382590']|['http://d-nb.info/986382590']|['(OColc)229442661']|['4133012-2']|['378.435518']|['986382590/04']|[]|['370 Erziehung, Schul- und Bildungswesen']

9783899711837|['971676836']|['http://d-nb.info/971676836']|['(OColc)722822833']|['4011882-4', '4028859-6', '4134557-5', '4482283-2']|[]|['971676836/04']|['129392987']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862346530|['1052092233']|['http://d-nb.info/1052092233']|['(OColc)882500911']|['4020533-2', '7540330-4', '4169187-8']|['907.12']|[]|[]|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783899714838|['988441713']|['http://d-nb.info/988441713']|['(OColc)723794228']|['4011882-4', '4175577-7', '4226254-9', '4020533-2', '4053458-3', '4078435-6']|['907.12']|['988441713/04']|[]|['900 Geschichte ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899712377|['975208322']|['http://d-nb.info/975208322']|['(OColc)315218991']|['4113475-8', '4176272-1', '4115645-6', '4113475-8', '4142176-0', '4115645-6']|[]|['975208322/04']|['124629881']|['610 Medizin, Gesundheit ; 150 Psychologie']

9783899715224|['990322475']|['http://d-nb.info/990322475']|['(OColc)299151042']|['118572121', '4099292-5', '4011882-4', '4160780-6', '4077211-1', '118572121', '4099292-5', '4131583-2', '4035964-5', '4200793-8']|['832.6', '830.712']|['990322475/04']|[]|['830 Deutsche Literatur ; 370 Erziehung, Schul- und Bildungswesen']

9783899712506|['976076144']|['http://d-nb.info/976076144']|['(OColc)181473986']|['121380742', '4002449-0']|[]|[]|['124455611']|['230 Theologie, Christentum']

9783899717563|['997662123']|['http://d-nb.info/997662123']|['(OColc)695740239']|['4188427-9', '4078921-4', '4066562-8', '4033422-3']|['001.2']|['997662123/04']|[]|['000 Allgemeines, Wissenschaft ; 700 Künste, Bildende Kunst allgemein']

9783899717419|['995794308']|['http://d-nb.info/995794308']|['(OColc)638261497']|['4051176-5', '4007467-5', '4052678-1', '4121886-3', '4076217-8']|['936.30072043']|['995794308/04']|[]|['930 Alte Geschichte, Archäologie']

9783899714036|['98513500X']|['http://d-nb.info/98513500X']|['(OColc)228137511']|['4032813-2', '4059787-8', '7603053-2', '4032813-2', '4113843-0']|['610.7301']|['98513500X/04']|['134157834']|['610 Medizin, Gesundheit']

9783862340125|['105204719X']|['http://d-nb.info/105204719X']|['(OColc)882496167']|['4031031-0', '4037278-9']|[]|[]|['1072833638']|['650 Management']

9783899711509|['969792794']|['http://d-nb.info/969792794']|['(OColc)723176456']|['4011882-4', '4123450-9', '4123440-6', '4079237-7', '4027743-4']|[]|['969792794/04']|[]|['370 Erziehung, Schul- und Bildungswesen ; 290 Andere Religionen ; 230 Theologie, Christentum']

9783899717815|['998579351']|['http://d-nb.info/998579351']|['(OColc)698869087']|['4120730-0', '4126716-3', '4069227-9', '4112761-4']|['371.82691']|['998579351/04']|[]|['370 Erziehung, Schul- und Bildungswesen ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899713046|['979335426']|['http://d-nb.info/979335426']|['(OColc)180908457']|['10197494-2', '10197502-8', '2017659-4']|['830.6']|['979335426/04']|['131863126']|['830 Deutsche Literatur']

9783899714364|['986275417']|['http://d-nb.info/986275417']|['(OColc)244018445']|[]|[]|['986275417/04']|[]|[]

9783899713862|['983818541']|['http://d-nb.info/983818541']|['(OColc)723620477']|['118504134', '118504134', '4246767-6']|['230.41092']|['983818541/04']|[]|['230 Theologie, Christentum']

9783899719505|['1073544842']|['http://d-nb.info/1073544842']|[]|[]|[]|[]|[]|['200 Religion, Religionsphilosophie']

9783899711875|['971905606']|['http://d-nb.info/971905606']|['(OColc)249425358']|['4051176-5', '63530-3', '4002333-3']|[]|[]|['129458791']|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 943 Geschichte Deutschlands']

1025976541|['1025976541']|['http://d-nb.info/1025976541']|['(OColc)812408995']|[]|[]|['1025976541/04']|[]|[]

9783899713947|['984453164']|['http://d-nb.info/984453164']|['(OColc)723707853']|['4012046-6', '4055760-1', '4721684-0', '4049412-3', '4137002-8', '4177707-4', '4049422-6']|['261.832071']|['984453164/04']|['131987801']|['230 Theologie, Christentum ; 360 Soziale Probleme, Sozialdienste, Versicherungen ; 370 Erziehung, Schul- und Bildungswesen']

9783899711592|['970425155']|['http://d-nb.info/970425155']|['(OColc)249963034']|['4031031-0', '4037278-9']|[]|[]|['1072833638']|['650 Management']

9783899711561|['970426151']|['http://d-nb.info/970426151']|['(OColc)723095384']|['2066935-5', '4115710-2', '4069720-4', '4013021-6', '4069720-4', '4115710-2', '2066935-5']|[]|['970426151/04']|['129106283']|['340 Recht']

9783899717518|['996598707']|['http://d-nb.info/996598707']|['(OColc)467892160']|['4038931-5', '4045791-6', '4038931-5', '4125698-0']|[]|['996598707/04']|['111047048']|['100 Philosophie ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862340156|['1052046940']|['http://d-nb.info/1052046940']|['(OColc)882496162']|['4001515-4', '4063241-6', '4071045-2', '4022349-8']|[]|[]|['115687173']|['370 Erziehung, Schul- und Bildungswesen ; 230 Theologie, Christentum ; 220 Bibel']

9783899718058|['1008236918']|['http://d-nb.info/1008236918']|['(OColc)748681068']|['4029456-0', '4011889-7', '4078868-4', '4013960-8', '4000911-7']|['971.00431']|['1008236918/04']|['1012141241']|['970 Geschichte Nordamerikas ; 943 Geschichte Deutschlands']

9783899712414|['97560306X']|['http://d-nb.info/97560306X']|['(OColc)181466469']|['4076899-5', '4033131-3', '4170237-2']|[]|[]|['122950224']|['940 Geschichte Europas']

9783862349920|['1052125883']|['http://d-nb.info/1052125883']|[]|['4011882-4', '4066493-4']|['338.943009043']|[]|['108803988']|['330 Wirtschaft ; 943 Geschichte Deutschlands']

9783899718751|['1011313960']|['http://d-nb.info/1011313960']|['(OColc)725179277']|['4062404-3', '4003846-4', '4011890-3']|['327.456340431']|['1011313960/04']|['142874523']|['320 Politik ; 940 Geschichte Europas']

9783862340958|['1052092071']|['http://d-nb.info/1052092071']|['(OColc)882501212']|['4131753-1', '4619834-9', '4038654-5']|['342.24085']|[]|['14081860X']|['340 Recht']

9783899712698|['97923719X']|['http://d-nb.info/97923719X']|['(OColc)181559136']|['4114011-4', '4073274-5', '4191103-9', '4066559-8', '4696474-5', '4066615-3', '4114011-4', '4059787-8']|[]|[]|['1024630110']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783862340842|['1052113052']|['http://d-nb.info/1052113052']|['(OColc)830937124']|['2117905-0', '4075217-3', '4117344-2', '4173414-2']|['342.430854']|[]|['139276416']|['340 Recht']

9783899715729|['992890934']|['http://d-nb.info/992890934']|['(OColc)607559097']|['4131004-4', '4130050-6', '4192500-2', '4055898-8', '4078951-2']|['307.7209012']|['992890934/04']|['115411895']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899712957|['978415442']|['http://d-nb.info/978415442']|['(OColc)180901735']|['4011882-4', '4161344-2', '4051927-2', '4060336-2', '4115712-6', '4027833-5']|[]|['978415442/04']|['131557556']|['340 Recht']

9783899712872|['977934357']|['http://d-nb.info/977934357']|['(OColc)181530539']|['4010074-1', '4010141-1', '4192352-2', '4114087-4', '118557513', '4043365-1', '4226122-3', '4008916-2']|[]|['977934357/04']|['131557637']|['230 Theologie, Christentum ; 290 Andere Religionen']

9783899719840|['102049977X']|['http://d-nb.info/102049977X']|['(OColc)805591449']|['118559230', '4163501-2', '4122247-7']|['833.912']|['102049977X/04']|['102242209X']|['830 Deutsche Literatur']

9783899719529|['1017608571']|['http://d-nb.info/1017608571']|['(OColc)855394274']|['4113292-0', '4050479-7', '4137287-6', '4124854-5']|['833.9209']|['1017608571/04']|[]|['830 Deutsche Literatur']

9783899712896|['977934330']|['http://d-nb.info/977934330']|['(OColc)181530538']|['4011882-4', '4592128-3', '4301520-7', '4022898-8', '4138417-9', '4078704-7']|[]|['977934330/04']|['131440756']|['340 Recht']

9783862349104|['105212786X']|['http://d-nb.info/105212786X']|['(OColc)882503380']|['4035964-5', '4140301-0']|['809.933581']|[]|['139141871']|['800 Literatur, Rhetorik, Literaturwissenschaft']

9783899713916|['986036773']|['http://d-nb.info/986036773']|['(OColc)723951634']|['4530734-9', '4033120-9', '4073817-6', '4005203-5', '4113292-0', '4035964-5', '4136410-7']|['070.4333']|['986036773/04']|[]|['070 Nachrichtenmedien, Journalismus, Verlagswesen ; 830 Deutsche Literatur']

9783899713381|['981106455']|['http://d-nb.info/981106455']|['(OColc)180950623']|['4042483-2', '4013960-8', '4200793-8', '4018145-5', '4120730-0', '4200793-8', '4011882-4']|[]|['981106455/04']|[]|['970 Geschichte Nordamerikas ; 300 Sozialwissenschaften, Soziologie, Anthropologie ; 940 Geschichte Europas']

9783899719925|['102119462X']|['http://d-nb.info/102119462X']|[]|['4011882-4', '4066493-4']|['338.943009043']|['102119462X/04']|['108803988']|['330 Wirtschaft ; 943 Geschichte Deutschlands']

9783862340552|['1052046827']|['http://d-nb.info/1052046827']|['(OColc)882496189']|['4011882-4', '4214151-5', '4240222-0', '4033542-2', '4071776-8', '4077349-8', '4029456-0', '4214151-5', '4240222-0', '4033542-2', '4071776-8', '4077349-8']|['305.2350943']|[]|['13629605X']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783899716986|['993612660']|['http://d-nb.info/993612660']|['(OColc)416443043']|['4074672-0', '4074725-6', '4038243-6', '4438965-6', '4074672-0']|['174.2']|['993612660/04']|[]|['100 Philosophie ; 610 Medizin, Gesundheit ; 340 Recht']

9783899715392|['991396189']|['http://d-nb.info/991396189']|['(OColc)434507249']|['7536911-4', '4016953-4']|['618.36']|['991396189/04']|['1037151542']|['610 Medizin, Gesundheit']

9783899711011|['966289129']|['http://d-nb.info/966289129']|['(OColc)249227764']|['118626426', '4368609-6']|[]|[]|['124525628']|['46 Bildende Kunst']

9783899714029|['985031840']|['http://d-nb.info/985031840']|['(OColc)237189200']|['4181841-6', '4011882-4', '4181841-6', '4015833-0', '4181841-6', '4030593-4']|['268.4']|['985031840/04']|['129009148']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen ; 900 Geschichte']

9783899719376|['1017942471']|['http://d-nb.info/1017942471']|['(OColc)775083281']|['4026140-2', '4027743-4', '4125698-0']|['297.27']|['1017942471/04']|[]|['290 Andere Religionen ; 300 Sozialwissenschaften, Soziologie, Anthropologie ; 100 Philosophie']
