ISBN|DNBID|DNBURI|OCLC|GND|DDC|TOC|AUTHORID|SACHGRUPPEN
3525032307|['958375933']|['http://d-nb.info/958375933']|['(OColc)247497322']|['4041771-2', '4015950-4', '4038971-6']|[]|['958375933/04']|['130378186']|['220 Bibel']

9783825242664|['1061211665']|['http://d-nb.info/1061211665']|['(OColc)897133745']|['4071045-2', '4059763-5', '4131946-1', '4441716-0']|['268.30711']|['1061211665/04']|['115659129']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783825232306|['99183996X']|['http://d-nb.info/99183996X']|['(OColc)318642412']|['4029973-9', '4015875-5', '4029973-9', '4015875-5']|['234.166']|['99183996X/04']|['121060624']|['230 Theologie, Christentum']

9783825236816|['1037940601']|['http://d-nb.info/1037940601']|['(OColc)857991206']|[]|[]|[]|['185683312']|[]

9783825233990|['1002861322']|['http://d-nb.info/1002861322']|['(OColc)699602072']|['4011882-4', '4065109-5', '4066438-7']|['338.943009042']|['1002861322/04']|['113112750']|['330 Wirtschaft']

9783825229214|['984395938']|['http://d-nb.info/984395938']|['(OColc)180876524']|['4073316-6', '4062018-9']|[]|['984395938/04']|['122107225']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783825232665|['994208553']|['http://d-nb.info/994208553']|['(OColc)455574510']|['4113292-0', '4035964-5', '4067601-8']|['830.9']|['994208553/04']|['123711770']|['830 Deutsche Literatur ; 360 Soziale Probleme, Sozialdienste, Versicherungen ; 340 Recht']

9783825236281|['1037940253']|['http://d-nb.info/1037940253']|['(OColc)798958818']|['4048946-2', '4136343-7']|['270.6']|[]|['115826629']|['230 Theologie, Christentum ; 940 Geschichte Europas']

9783825238506|['1028259824']|['http://d-nb.info/1028259824']|['(OColc)828788568']|['4140882-2', '4078921-4', '4055891-5', '4031193-4']|[]|['1028259824/04']|['1031292160']|['150 Psychologie ; 300 Sozialwissenschaften, Soziologie, Anthropologie ; 610 Medizin, Gesundheit']

9783825229054|['982449658']|['http://d-nb.info/982449658']|['(OColc)180060939']|['4011882-4', '4057795-8', '4141955-8']|['345.43']|['982449658/04']|['13271972X']|['340 Recht']

991841409|['991841409']|['http://d-nb.info/991841409']|['(OColc)314739108']|[]|[]|[]|[]|['330 Wirtschaft']

9783825227890|['977888541']|['http://d-nb.info/977888541']|['(OColc)181528993']|['4030720-7']|[]|['977888541/04']|['12166113X']|['230 Theologie, Christentum']

9783825238629|['1028259905']|['http://d-nb.info/1028259905']|['(OColc)838615203']|['4020533-2', '4015602-3']|['907.1']|['1028259905/04']|['140851038']|['900 Geschichte ; 370 Erziehung, Schul- und Bildungswesen']

9783825236205|['1017199477']|['http://d-nb.info/1017199477']|['(OColc)767879687']|['4006406-2']|[]|['1017199477/04']|['123142997']|['220 Bibel']

9783825231408|['988884585']|['http://d-nb.info/988884585']|['(OColc)362614549']|['4015701-5']|['940.28']|['988884585/04']|['113101244']|['940 Geschichte Europas']

9783825237103|['1022449389']|['http://d-nb.info/1022449389']|[]|['4030720-7', '4030720-7']|[]|['1022449389/04']|['118064029']|['230 Theologie, Christentum']

9783825225384|['969701780']|['http://d-nb.info/969701780']|['(OColc)76636583']|['4011882-4', '4125783-2', '4032357-2', '4367663-7', '4699643-6']|[]|[]|['115772162']|['650 Management']

978317602|['978317602']|['http://d-nb.info/978317602']|['(OColc)255417761']|[]|[]|['978317602/04']|[]|[]

9783825237370|['103323656X']|['http://d-nb.info/103323656X']|['(OColc)846953041']|['4041771-2', '4151352-6']|['225.61']|['103323656X/04']|['130378186']|['220 Bibel']

9783825234539|['1009108573']|['http://d-nb.info/1009108573']|['(OColc)701308427']|['4049396-9', '4049408-1']|[]|['1009108573/04']|['121071529']|['200 Religion, Religionsphilosophie']

990967891|['990967891']|['http://d-nb.info/990967891']|['(OColc)271648348']|['4203806-6', '4075925-8', '4015875-5', '4054151-4', '4015833-0']|[]|['990967891/04']|['12117784X']|['230 Theologie, Christentum']

9783825231996|['991841476']|['http://d-nb.info/991841476']|['(OColc)612349266']|['4113211-7', '4015875-5']|['280.4']|['991841476/04']|['121060624']|['230 Theologie, Christentum']

9783825236427|['101806625X']|['http://d-nb.info/101806625X']|['(OColc)782973148']|['4174284-9', '4066596-3']|['107.11']|['101806625X/04']|['122829700']|['100 Philosophie']

9783825232726|['994208618']|['http://d-nb.info/994208618']|['(OColc)467885229']|['4002464-7']|['270.1']|['994208618/04']|[]|['230 Theologie, Christentum']

9783825233211|['999294717']|['http://d-nb.info/999294717']|[]|[]|[]|[]|[]|['800 Literatur, Rhetorik, Literaturwissenschaft']

9783825226688|['973206446']|['http://d-nb.info/973206446']|['(OColc)254141681']|['4071045-2', '4123176-4']|[]|['973206446/04']|['125007736']|['370 Erziehung, Schul- und Bildungswesen ; 230 Theologie, Christentum']

9783825240707|['1045957488']|['http://d-nb.info/1045957488']|['(OColc)867875702']|['4011882-4', '4114116-7']|['340.10943']|['1045957488/04']|['108073920']|['340 Recht']

9783825237479|['1022529374']|['http://d-nb.info/1022529374']|['(OColc)813379372']|['4079351-5']|['330.1']|['1022529374/04']|['108083381']|['330 Wirtschaft']

9783825242671|['1061211673']|['http://d-nb.info/1061211673']|['(OColc)897133751']|[]|[]|['1061211673/04']|['140990445']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen']

9783825227395|['977840123']|['http://d-nb.info/977840123']|['(OColc)181527103']|[]|[]|['977840123/04']|[]|[]

9783825236809|['103794058X']|['http://d-nb.info/103794058X']|['(OColc)798958834']|[]|[]|[]|['185683312']|[]

9783825230623|['986751766']|['http://d-nb.info/986751766']|['(OColc)226296008']|['4071776-8', '4049426-3', '4049396-9', '4071781-1', '4563270-4', '4049396-9', '4018202-2', '4055729-7', '7537174-1']|['201.7', '200.82']|['986751766/04']|[]|['200 Religion, Religionsphilosophie ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783825229207|['984415009']|['http://d-nb.info/984415009']|['(OColc)244008849']|['4011882-4', '4001515-4', '4015950-4', '4011882-4', '4213515-1']|['221.6']|['984415009/04']|[]|['220 Bibel']

9783825242923|['1061211711']|['http://d-nb.info/1061211711']|['(OColc)897133600']|['4123306-2', '4015875-5']|[]|['1061211711/04']|['130895903']|['230 Theologie, Christentum']

9783825226350|['973206837']|['http://d-nb.info/973206837']|['(OColc)76624035']|['4011882-4', '4066505-7']|[]|['973206837/04']|[]|['650 Management ; 340 Recht']

960976698|['960976698']|['http://d-nb.info/960976698']|['(OColc)237520418']|['118608045']|[]|['960976698/04']|['124303331']|['12 Christliche Religion ; 10 Philosophie']

9783825238513|['1037942167']|['http://d-nb.info/1037942167']|['(OColc)846971985']|['4014963-8', '4049412-3']|['268.019']|[]|['120596687']|['230 Theologie, Christentum ; 370 Erziehung, Schul- und Bildungswesen ; 150 Psychologie']

987310984|['987310984']|['http://d-nb.info/987310984']|['(OColc)254453308']|['4018877-2', '4012624-9', '4116674-7', '4015875-5']|['230.044']|['987310984/04']|['128517921']|['230 Theologie, Christentum']

9783825239374|['103483424X']|['http://d-nb.info/103483424X']|['(OColc)856803439']|['4056459-9', '4030638-0', '4022349-8']|['372.6044']|['103483424X/04']|['120855674']|['370 Erziehung, Schul- und Bildungswesen ; 430 Deutsch']

9783825227173|['975209914']|['http://d-nb.info/975209914']|['(OColc)76766502']|['4008619-7']|[]|['975209914/04']|[]|['650 Management']

9783825209056|['1010604759']|['http://d-nb.info/1010604759']|['(OColc)708022056']|['4030720-7']|[]|['1010604759/04']|['123037417']|['230 Theologie, Christentum ; 900 Geschichte']

9783825234584|['100910862X']|['http://d-nb.info/100910862X']|['(OColc)725282763']|['4113292-0', '4066957-9']|['435.92']|['100910862X/04']|['129995460']|['430 Deutsch']

9783825229122|['983576718']|['http://d-nb.info/983576718']|['(OColc)611254936']|['4114087-4']|['296.1']|['983576718/04']|['119096730']|['290 Andere Religionen']

9783825222147|['1037948610']|['http://d-nb.info/1037948610']|['(OColc)857993170']|['4018877-2', '4012624-9', '4116674-7', '4015875-5']|['230.044']|[]|['128517921']|['230 Theologie, Christentum']

9783825226053|['971545456']|['http://d-nb.info/971545456']|['(OColc)181437521']|['4011882-4', '4029788-3', '4131753-1']|[]|['971545456/04']|['124608477']|['340 Recht']

9783825229177|['984396470']|['http://d-nb.info/984396470']|['(OColc)237250404']|['4041771-2', '4059758-1']|['230.0415']|['984396470/04']|['130378186']|['220 Bibel']

988925508|['988925508']|['http://d-nb.info/988925508']|['(OColc)244290890']|['4042706-7', '4113292-0', '4042706-7']|['833.009']|['988925508/04']|['12031178X']|['830 Deutsche Literatur ; 800 Literatur, Rhetorik, Literaturwissenschaft']

9783825234652|['1009108719']|['http://d-nb.info/1009108719']|['(OColc)706972335']|['7637629-1']|[]|['1009108719/04']|['121503895']|['230 Theologie, Christentum ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783825231170|['988888858']|['http://d-nb.info/988888858']|['(OColc)723913731']|['4015602-3']|[]|['988888858/04']|['108292959']|['100 Philosophie']

9783825234508|['1002862124']|['http://d-nb.info/1002862124']|['(OColc)680732165']|['4058216-4']|['378.17028']|['1002862124/04']|[]|['370 Erziehung, Schul- und Bildungswesen']

9783825234010|['1002861349']|['http://d-nb.info/1002861349']|['(OColc)724505885']|['4201275-2', '4167401-7', '4121138-8', '4062005-0']|['371.1']|['1002861349/04']|['134023919']|['370 Erziehung, Schul- und Bildungswesen']

9783825226251|['973207043']|['http://d-nb.info/973207043']|['(OColc)723055215']|['4011882-4', '4114026-6']|['346.43078']|['973207043/04']|['12341606X']|['340 Recht']

99014464X|['99014464X']|['http://d-nb.info/99014464X']|['(OColc)253516105']|['4071042-7']|['261.8088284']|['99014464X/04']|['115607862']|['230 Theologie, Christentum ; 300 Sozialwissenschaften, Soziologie, Anthropologie']

9783825229191|['98439589X']|['http://d-nb.info/98439589X']|['(OColc)255537269']|['4029909-0', '4047056-8', '4015875-5']|['264.04']|['98439589X/04']|['125007736']|['230 Theologie, Christentum']

3825223094|['964096951']|['http://d-nb.info/964096951']|['(OColc)248270928']|['4020383-9', '4036034-9']|[]|['964096951/04']|['120805758']|['53 Deutsche Sprach- und Literaturwissenschaft']

991393724|['991393724']|['http://d-nb.info/991393724']|['(OColc)277046189']|['4001515-4', '4151352-6', '4001515-4', '4015950-4', '4038971-6', '4001515-4', '4128644-3', '4001515-4', '4059758-1']|['221.6']|['991393724/04']|[]|['220 Bibel']

9783825231491|['988865378']|['http://d-nb.info/988865378']|['(OColc)255065862']|['4047056-8', '4015875-5']|[]|['988865378/04']|['120562081']|['230 Theologie, Christentum']

9783825237448|['102252934X']|['http://d-nb.info/102252934X']|['(OColc)806524762']|['4384032-2']|['371.422']|['102252934X/04']|[]|['370 Erziehung, Schul- und Bildungswesen']

9783825228583|['980018951']|['http://d-nb.info/980018951']|['(OColc)180924310']|['118641549']|[]|['980018951/04']|[]|['220 Bibel']

987310917|['987310917']|['http://d-nb.info/987310917']|['(OColc)254662504']|['4012624-9', '4015833-0']|['230.044']|['987310917/04']|['123109868']|['230 Theologie, Christentum']

9783825232023|['991841840']|['http://d-nb.info/991841840']|['(OColc)551789303']|['4128972-9', '4045791-6']|['121.686']|['991841840/04']|['118043102']|['100 Philosophie']

9783825226329|['973206284']|['http://d-nb.info/973206284']|['(OColc)179883832']|['4011882-4', '7573652-4', '4011882-4', '4004473-7']|[]|['973206284/04']|[]|['340 Recht']

9783825235345|['101203853X']|['http://d-nb.info/101203853X']|['(OColc)759533051']|['4001523-3', '4039687-3']|['437.01', '437.02']|['101203853X/04']|['11952032X']|['430 Deutsch']

9783825235383|['1012038580']|['http://d-nb.info/1012038580']|['(OColc)756263372']|['119310007']|['833.914']|['1012038580/04']|['139920587']|['830 Deutsche Literatur']

9783825231095|['988865556']|['http://d-nb.info/988865556']|['(OColc)645056156']|['4011882-4', '4011134-9']|['342.430858']|['988865556/04']|['136455093']|['340 Recht']

3825221083|['957428197']|['http://d-nb.info/957428197']|['(OColc)247588804']|['4041771-2', '4151352-6']|[]|[]|[]|['12 Christliche Religion']

9783825245009|['1072842300']|['http://d-nb.info/1072842300']|[]|[]|[]|[]|[]|['200 Religion, Religionsphilosophie']

9783825226343|['97320706X']|['http://d-nb.info/97320706X']|['(OColc)76624072']|['4078594-4']|[]|['97320706X/04']|[]|['650 Management']

963494910|['963494910']|['http://d-nb.info/963494910']|['(OColc)248309204']|['4020535-6']|[]|['963494910/04']|[]|['63 Geschichte und Historische Hilfswissenschaften']

9783825231989|['991843533']|['http://d-nb.info/991843533']|['(OColc)318215055']|['4024955-4']|['294.59']|['991843533/04']|['115206485']|['290 Andere Religionen']

9783825230555|['986749524']|['http://d-nb.info/986749524']|['(OColc)244026502']|['4036031-3']|[]|['986749524/04']|['128373644']|['800 Literatur, Rhetorik, Literaturwissenschaft']

997349581|['997349581']|['http://d-nb.info/997349581']|['(OColc)458753219']|['4006406-2']|[]|['997349581/04']|['123142997']|['220 Bibel']

959426140|['959426140']|['http://d-nb.info/959426140']|['(OColc)313896317']|[]|[]|[]|[]|[]

9783825234591|['1009108638']|['http://d-nb.info/1009108638']|['(OColc)725282780']|['4124307-9', '4059664-3']|['410.18']|['1009108638/04']|['134301757']|['400 Sprache, Linguistik']

9783825223946|['96619327X']|['http://d-nb.info/96619327X']|['(OColc)249103945']|['4006471-2']|[]|['96619327X/04']|['11064624X']|['220 Bibel ; 930 Alte Geschichte, Archäologie']

989311252|['989311252']|['http://d-nb.info/989311252']|['(OColc)244291059']|['4041771-2', '4015950-4', '4038971-6']|['225.6']|['989311252/04']|['130378186']|['220 Bibel']

9783825233228|['999294725']|['http://d-nb.info/999294725']|['(OColc)724138107']|['4113292-0']|['430.9']|['999294725/04']|['12850935X']|['430 Deutsch']

9783825233136|['994649827']|['http://d-nb.info/994649827']|['(OColc)466119286']|['4192548-8']|['616.8915']|['994649827/04']|['11026682X']|['610 Medizin, Gesundheit ; 150 Psychologie']

9783825226206|['971529450']|['http://d-nb.info/971529450']|['(OColc)76565626']|['4011882-4', '4123202-1']|[]|['971529450/04']|['120283735']|['340 Recht']

9783825227456|['977886816']|['http://d-nb.info/977886816']|['(OColc)181528886']|['4001515-4', '4151352-6', '4001515-4', '4015950-4', '4038971-6', '4001515-4', '4128644-3', '4001515-4', '4059758-1']|[]|['977886816/04']|[]|[]

9783825226749|['975192914']|['http://d-nb.info/975192914']|['(OColc)181460246']|['4006406-2']|[]|['975192914/04']|['123142997']|['220 Bibel']

9783825236229|['1017199493']|['http://d-nb.info/1017199493']|['(OColc)767879688']|['4121465-1']|['658.3124']|['1017199493/04']|['132805367']|['650 Management']

958711828|['958711828']|['http://d-nb.info/958711828']|['(OColc)231861272']|['4042706-7', '4113292-0', '4042706-7']|[]|['958711828/04']|['12031178X']|['53 Deutsche Sprach- und Literaturwissenschaft ; 51 Allgemeine und Vergleichende Sprach- und Literaturwissenschaft']

9783825231873|['991843444']|['http://d-nb.info/991843444']|['(OColc)362924132']|['4035088-5', '4047376-4', '4074168-0']|['371.1']|['991843444/04']|['134124235']|['370 Erziehung, Schul- und Bildungswesen']

9783825214135|['1026700280']|['http://d-nb.info/1026700280']|['(OColc)816068602']|[]|[]|['1026700280/04']|[]|[]

979853850|['979853850']|['http://d-nb.info/979853850']|['(OColc)181569516']|['4006471-2']|[]|['979853850/04']|['11064624X']|['220 Bibel ; 930 Alte Geschichte, Archäologie']

9783825234003|['1002861330']|['http://d-nb.info/1002861330']|['(OColc)699701623']|['4125698-0', '4066399-1', '4046514-7', '4557997-0']|['303.48']|[]|['120284626']|['300 Sozialwissenschaften, Soziologie, Anthropologie ; 320 Politik ; 330 Wirtschaft']

9783825240684|['1043700862']|['http://d-nb.info/1043700862']|['(OColc)864390599', '(OColc)864632565']|['4006406-2']|[]|['1043700862/04']|['123142997']|['220 Bibel']

9783825240721|['104189368X']|['http://d-nb.info/104189368X']|['(OColc)862970309']|['4114087-4']|[]|['104189368X/04']|['119096730']|['290 Andere Religionen']

980929261|['980929261']|['http://d-nb.info/980929261']|['(OColc)174719205']|['4021234-8', '4015806-8']|['226.806']|[]|['119202883']|['220 Bibel']

9783825221089|['1045780715']|['http://d-nb.info/1045780715']|['(OColc)867217795']|['4041771-2', '4151352-6']|['225.61']|[]|['111103800']|['220 Bibel']

9783825213350|['989577848']|['http://d-nb.info/989577848']|['(OColc)724060404']|[]|[]|['989577848/04']|[]|[]

9783825237455|['1022529358']|['http://d-nb.info/1022529358']|['(OColc)811247836']|['4074250-7', '4033597-5']|['410.18']|['1022529358/04']|['120260514']|['400 Sprache, Linguistik']

9783825231972|['991841883']|['http://d-nb.info/991841883']|['(OColc)318215051']|['4024955-4']|['294.5']|['991841883/04']|['115206485']|['290 Andere Religionen']

9783825243982|['1071103040']|['http://d-nb.info/1071103040']|['(OColc)910322496']|[]|[]|[]|[]|['100 Philosophie']

9783825243197|['1065329008']|['http://d-nb.info/1065329008']|['(OColc)901530266']|[]|[]|[]|[]|['230 Theologie, Christentum']

963272853|['963272853']|['http://d-nb.info/963272853']|['(OColc)76345717']|['4078249-9', '4078249-9']|[]|[]|['12355246X']|['12 Christliche Religion ; 10 Philosophie']

9783825228668|['982450443']|['http://d-nb.info/982450443']|['(OColc)315404218']|['4018406-7']|['306.481909']|['982450443/04']|['115855408']|['300 Sozialwissenschaften, Soziologie, Anthropologie']

9783825284534|['1002862094']|['http://d-nb.info/1002862094']|['(OColc)670205189']|['4032134-4']|['338.542']|['1002862094/04']|['118611682']|['330 Wirtschaft']
250 Einträge
